combined_address,geometry,address
Blumenthalstraße 18 13156 Berlin,POINT (13.3889624 52.5821867),"18, Blumenthalstraße, 13156, Blumenthalstraße, Berlin, Deutschland"
Eschengraben 37 13189 Berlin,POINT (13.420836 52.556362),"37, Eschengraben, 13189, Eschengraben, Berlin, Deutschland"
Neumannstraße 73 13189 Berlin,POINT (13.4209575 52.5639366),"73, Neumannstraße, 13189, Neumannstraße, Berlin, Deutschland"
Schildower Straße 20 13159 Berlin,POINT (13.3875699 52.6284321),"20, Schildower Straße, 13159, Schildower Straße, Berlin, Deutschland"
Spiekermannstraße 30 13189 Berlin,POINT (13.4283347 52.5538711),"30, Spiekermannstraße, 13189, Spiekermannstraße, Berlin, Deutschland"
Breite Straße 7 13187 Berlin,POINT (13.4100705 52.5713114),"7, Breite Straße, 13187, Breite Straße, Berlin, Deutschland"
Triftstraße 27B 13127 Berlin,POINT (13.4300537 52.6123403),"27B, Triftstraße, 13127, Triftstraße, Berlin, Deutschland"
Benjamin-Vogelsdorff-Straße 3 13187 Berlin,POINT (13.405890578420767 52.5676443),"3, Benjamin-Vogelsdorff-Straße, 13187, Benjamin-Vogelsdorff-Straße, Berlin, Deutschland"
Neue Schönholzer Straße 25 13187 Berlin,POINT (13.4046028 52.566539),"25, Neue Schönholzer Straße, 13187, Neue Schönholzer Straße, Berlin, Deutschland"
Dietzgenstraße 25 13156 Berlin,POINT (13.4032203 52.5822167),"25, Dietzgenstraße, 13156, Dietzgenstraße, Berlin, Deutschland"
Hermann-Hesse-Straße 55 13156 Berlin,POINT (13.3950495 52.577232),"55, Hermann-Hesse-Straße, 13156, Hermann-Hesse-Straße, Berlin, Deutschland"
Schönholzer Weg 17 13158 Berlin,POINT (13.3748616 52.5852783),"17, Schönholzer Weg, 13158, Schönholzer Weg, Berlin, Deutschland"
Florapromenade 1 13187 Berlin,POINT (13.4041355 52.5651838),"1, Florapromenade, 13187, Florapromenade, Berlin, Deutschland"
Rosenthaler Weg 41 13127 Berlin,POINT (13.4217769 52.6069588),"41, Rosenthaler Weg, 13127, Rosenthaler Weg, Berlin, Deutschland"
Toblacher Straße 42 13187 Berlin,POINT (13.4095845 52.5591905),"42, Toblacher Straße, 13187, Toblacher Straße, Berlin, Deutschland"
Achillesstraße 75 13125 Berlin,POINT (13.4915107 52.6167883),"75, Achillesstraße, 13125, Achillesstraße, Berlin, Deutschland"
Wolfshagener Straße 68 13187 Berlin,POINT (13.4095702 52.5722702),"68, Wolfshagener Straße, 13187, Wolfshagener Straße, Berlin, Deutschland"
Florastraße 68 13187 Berlin,POINT (13.4057386 52.5655565),"68, Florastraße, 13187, Florastraße, Berlin, Deutschland"
Schönhauser Straße 113 13127 Berlin,POINT (13.42967 52.6010903),"Kita Französisch Buchholz, 113, Schönhauser Straße, 13127, Schönhauser Straße, Berlin, Deutschland"
Pichelswerderstraße 3 13187 Berlin,POINT (13.3960347 52.5668016),"3, Pichelswerderstraße, 13187, Pichelswerderstraße, Berlin, Deutschland"
Brehmestraße 60 13187 Berlin,POINT (13.3958688 52.5637421),"60, Brehmestraße, 13187, Brehmestraße, Berlin, Deutschland"
Asta-Nielsen-Straße 11 13189 Berlin,POINT (13.4232461 52.5623241),"11, Asta-Nielsen-Straße, 13189, Asta-Nielsen-Straße, Berlin, Deutschland"
Neumannstraße 98B 13189 Berlin,POINT (13.4213962 52.560291),"98B, Neumannstraße, 13189, Neumannstraße, Berlin, Deutschland"
Dietzgenstraße 66 13156 Berlin,POINT (13.402155 52.5870016),"66, Dietzgenstraße, 13156, Dietzgenstraße, Berlin, Deutschland"
Dietzgenstraße 33 13156 Berlin,POINT (13.4027604 52.5832875),"Städt. Kita Dietzgenstraße 33-35, 33-35, Dietzgenstraße, 13156, Dietzgenstraße, Berlin, Deutschland"
Lindenberger Straße 24 13156 Berlin,POINT (13.41884655550562 52.581601500000005),"24, Lindenberger Straße, 13156, Lindenberger Straße, Berlin, Deutschland"
Dietzgenstraße 104 13158 Berlin,POINT (13.404553630592975 52.592004599999996),"104, Dietzgenstraße, 13158, Dietzgenstraße, Berlin, Deutschland"
Elsa-Brändström-Straße 15 13189 Berlin,POINT (13.4157857 52.5600007),"15, Elsa-Brändström-Straße, 13189, Elsa-Brändström-Straße, Berlin, Deutschland"
Waldemarstraße 36 13156 Berlin,POINT (13.4078536 52.5893401),"36, Waldemarstraße, 13156, Waldemarstraße, Berlin, Deutschland"
Robert-Rössle-Straße 101 13125 Berlin,POINT (13.4950408 52.6100087),"101, Straße 62, 13125, Straße 62, Berlin, Deutschland"
Gaillardstraße 1 13187 Berlin,POINT (13.3972956 52.5656063),"1, Gaillardstraße, 13187, Gaillardstraße, Berlin, Deutschland"
Hauptstraße 16 13159 Berlin,POINT (13.3882777 52.617912),"16, Hauptstraße, 13159, Hauptstraße, Berlin, Deutschland"
Ötztaler Straße 6 13187 Berlin,POINT (13.408446603526352 52.56262185),"6, Ötztaler Straße, 13187, Ötztaler Straße, Berlin, Deutschland"
Dusekestraße 14 13187 Berlin,POINT (13.4076784 52.5669499),"14, Dusekestraße, 13187, Dusekestraße, Berlin, Deutschland"
Hauptstraße 62 13159 Berlin,POINT (13.3982181 52.620652),"62, Hauptstraße, 13159, Hauptstraße, Berlin, Deutschland"
Kreuzgraben 13 13156 Berlin,POINT (13.404482 52.587048),"Kita Kreuzgraben, 13, Kreuzgraben, 13156, Kreuzgraben, Berlin, Deutschland"
Tschaikowskistraße 12 13156 Berlin,POINT (13.4010234 52.5775617),"12, Tschaikowskistraße, 13156, Tschaikowskistraße, Berlin, Deutschland"
Breite Straße 44 13187 Berlin,POINT (13.412447325946328 52.5711422),"44, Breite Straße, 13187, Breite Straße, Berlin, Deutschland"
Boris-Pasternak-Weg 16 13156 Berlin,POINT (13.4004049 52.5768556),"16-20, Boris-Pasternak-Weg, 13156, Boris-Pasternak-Weg, Berlin, Deutschland"
Wilhelm-Kuhr-Straße 83 13187 Berlin,POINT (13.397285 52.5688685),"83, Wilhelm-Kuhr-Straße, 13187, Wilhelm-Kuhr-Straße, Berlin, Deutschland"
Wolfshagener Straße 81 13187 Berlin,POINT (13.4111627 52.5729977),"81, Wolfshagener Straße, 13187, Wolfshagener Straße, Berlin, Deutschland"
Hielscherstraße 2 13158 Berlin,POINT (13.363969786753398 52.58451665),"Villa Flohkiste, 2, Hielscherstraße, 13158, Hielscherstraße, Berlin, Deutschland"
Dettelbacher Weg 28 13189 Berlin,POINT (13.42617427695846 52.5697549),"Kinderladen Sterntaler, 28, Dettelbacher Weg, 13189, Dettelbacher Weg, Berlin, Deutschland"
Schulstraße 30 13187 Berlin,POINT (13.4103592 52.5689664),"30, Schulstraße, 13187, Schulstraße, Berlin, Deutschland"
Rettigweg 4 13187 Berlin,POINT (13.396329959411492 52.56388525),"4, Rettigweg, 13187, Rettigweg, Berlin, Deutschland"
Selma-Lagerlöf-Straße 4 13189 Berlin,POINT (13.4260875 52.5608856),"4, Selma-Lagerlöf-Straße, 13189, Selma-Lagerlöf-Straße, Berlin, Deutschland"
Waldstraße 34 13156 Berlin,POINT (13.3970837 52.5875854),"34, Waldstraße, 13156, Waldstraße, Berlin, Deutschland"
Thulestraße 42 13189 Berlin,POINT (13.4224116 52.5549411),"42, Thulestraße, 13189, Thulestraße, Berlin, Deutschland"
Dietzgenstraße 71 13156 Berlin,POINT (13.4014825 52.5875206),"71, Dietzgenstraße, 13156, Dietzgenstraße, Berlin, Deutschland"
Tschaikowskistraße 13 13156 Berlin,POINT (13.401015648516253 52.57701635),"Triguna Zentrum, 13, Tschaikowskistraße, 13156, Tschaikowskistraße, Berlin, Deutschland"
Blankenburger Straße 9 13156 Berlin,POINT (13.4057606 52.5817617),"9, Blankenburger Straße, 13156, Blankenburger Straße, Berlin, Deutschland"
Hobrechtsfelder Chaussee 162 13125 Berlin,POINT (13.48935495 52.65176135),"162, Hobrechtsfelder Chaussee, 13125, Hobrechtsfelder Chaussee, Berlin, Deutschland"
Damerowstraße 64 13187 Berlin,POINT (13.4163471 52.5724404),"64, Damerowstraße, 13187, Damerowstraße, Berlin, Deutschland"
Berliner Straße 128 13187 Berlin,POINT (13.411722 52.5700065),"128, Berliner Straße, 13187, Berliner Straße, Berlin, Deutschland"
Wollankstraße 119 13187 Berlin,POINT (13.398009774606784 52.5671746),"119, Wollankstraße, 13187, Wollankstraße, Berlin, Deutschland"
Hermann-Hesse-Straße 45 13156 Berlin,POINT (13.3958677 52.5778444),"45, Hermann-Hesse-Straße, 13156, Hermann-Hesse-Straße, Berlin, Deutschland"
Grabbeallee 44 13156 Berlin,POINT (13.3990033 52.5758267),"44, Grabbeallee, 13156, Grabbeallee, Berlin, Deutschland"
Mendelstraße 42 13187 Berlin,POINT (13.4182792 52.576717),"42, Mendelstraße, 13187, Mendelstraße, Berlin, Deutschland"
Wilhelm-Wolff-Straße 15 13156 Berlin,POINT (13.3953346 52.5804004),"15, Wilhelm-Wolff-Straße, 13156, Wilhelm-Wolff-Straße, Berlin, Deutschland"
Berliner Straße 7 13127 Berlin,POINT (13.4329941 52.5976276),"7, Berliner Straße, 13127, Berliner Straße, Berlin, Deutschland"
Brehmestraße 25 13187 Berlin,POINT (13.3985411 52.5617182),"25, Brehmestraße, 13187, Brehmestraße, Berlin, Deutschland"
Maximilianstraße 6 13187 Berlin,POINT (13.4111928 52.5613195),"6, Maximilianstraße, 13187, Maximilianstraße, Berlin, Deutschland"
Schillerstraße 21 13156 Berlin,POINT (13.4077194 52.5912691),"21, Schillerstraße, 13156, Schillerstraße, Berlin, Deutschland"
Wiltbergstraße 29 13125 Berlin,POINT (13.492261700452804 52.6365702),"29, Wiltbergstraße, 13125, Wiltbergstraße, Berlin, Deutschland"
Siegfriedstraße 11C 13156 Berlin,POINT (13.4110353 52.5824339),"11C, Siegfriedstraße, 13156, Siegfriedstraße, Berlin, Deutschland"
Wiltbergstraße 50 13125 Berlin,POINT (13.490467842833658 52.63855015),"Haus 1, 50, Wiltbergstraße, 13125, Wiltbergstraße, Berlin, Deutschland"
Trelleborger Straße 5 13189 Berlin,POINT (13.4182961 52.5543774),"5, Trelleborger Straße, 13189, Trelleborger Straße, Berlin, Deutschland"
Wisbyer Straße 36 13189 Berlin,POINT (13.4286976 52.5520617),"36, Wisbyer Straße, 13189, Wisbyer Straße, Berlin, Deutschland"
Ossietzkystraße 9 13187 Berlin,POINT (13.4082211 52.571827),"9, Ossietzkystraße, 13187, Ossietzkystraße, Berlin, Deutschland"
Kissingenstraße 48 13189 Berlin,POINT (13.4143487 52.5665502),"48, Kissingenstraße, 13189, Kissingenstraße, Berlin, Deutschland"
Schillerstraße 9 13156 Berlin,POINT (13.4074833 52.5909025),"9, Schillerstraße, 13156, Schillerstraße, Berlin, Deutschland"
Herthastraße 6 13189 Berlin,POINT (13.428143 52.5531568),"6, Herthastraße, 13189, Herthastraße, Berlin, Deutschland"
Wiltbergstraße 30 13125 Berlin,POINT (13.492737193995506 52.6372254),"30, Wiltbergstraße, 13125, Wiltbergstraße, Berlin, Deutschland"
Dietzgenstraße 55 13156 Berlin,POINT (13.4023149 52.5857672),"55, Dietzgenstraße, 13156, Dietzgenstraße, Berlin, Deutschland"
Pichelswerderstraße 4 13187 Berlin,POINT (13.3963974 52.567004),"4, Pichelswerderstraße, 13187, Pichelswerderstraße, Berlin, Deutschland"
Schönholzer Straße 2 13187 Berlin,POINT (13.4009547 52.5696647),"2, Schönholzer Straße, 13187, Schönholzer Straße, Berlin, Deutschland"
Parkstraße 1 13187 Berlin,POINT (13.3989799 52.5708039),"1, Parkstraße, 13187, Parkstraße, Berlin, Deutschland"
Benjamin-Vogelsdorff-Straße 1 13187 Berlin,POINT (13.405444062123355 52.567549799999995),"1, Benjamin-Vogelsdorff-Straße, 13187, Benjamin-Vogelsdorff-Straße, Berlin, Deutschland"
Ossietzkystraße 6 13187 Berlin,POINT (13.4088627 52.5717446),"6, Ossietzkystraße, 13187, Ossietzkystraße, Berlin, Deutschland"
Hauptstraße 13 13127 Berlin,POINT (13.4321074 52.6048631),"13, Hauptstraße, 13127, Hauptstraße, Berlin, Deutschland"
Körnerstraße 40 13156 Berlin,POINT (13.409285299269259 52.5889832),"40, Körnerstraße, 13156, Körnerstraße, Berlin, Deutschland"
Dietzgenstraße 81 13156 Berlin,POINT (13.4043902 52.5798988),"Dietzgenstraße, 13156, Berlin, Deutschland"
Goethestraße 61 13158 Berlin,POINT (13.3580871 52.5877579),"61, Goethestraße, 13158, Goethestraße, Berlin, Deutschland"
Dietzgenstraße 43 13156 Berlin,POINT (13.402586 52.5842566),"43, Dietzgenstraße, 13156, Dietzgenstraße, Berlin, Deutschland"
Eintrachtstraße 1 13187 Berlin,POINT (13.410791 52.5715071),"1, Eintrachtstraße, 13187, Eintrachtstraße, Berlin, Deutschland"
Grabbeallee 45 13156 Berlin,POINT (13.3982016 52.5756292),"45, Grabbeallee, 13156, Grabbeallee, Berlin, Deutschland"
Brehmestraße 35 13187 Berlin,POINT (13.4026183 52.5623205),"35, Brehmestraße, 13187, Brehmestraße, Berlin, Deutschland"
Neue Schönholzer Straße 12 13187 Berlin,POINT (13.402017754710439 52.5670451),"12, Neue Schönholzer Straße, 13187, Neue Schönholzer Straße, Berlin, Deutschland"
Hertzstraße 15 13158 Berlin,POINT (13.3658121 52.584738),"15, Hertzstraße, 13158, Hertzstraße, Berlin, Deutschland"
Karower Chaussee 169B 13125 Berlin,POINT (13.496377 52.6244633),"169B, Karower Chaussee, 13125, Karower Chaussee, Berlin, Deutschland"
Bahnhofstraße 1 13127 Berlin,POINT (13.4333039 52.595976),"1, Bahnhofstraße, 13127, Bahnhofstraße, Berlin, Deutschland"
Schulstraße 2 13187 Berlin,POINT (13.410339208474191 52.569497850000005),"2, Schulstraße, 13187, Schulstraße, Berlin, Deutschland"
Pankower Straße 1 13127 Berlin,POINT (13.4284864 52.5849598),"1, Pankower Straße, 13127, Pankower Straße, Berlin, Deutschland"
Buchholzer Straße 87 13156 Berlin,POINT (13.4072989 52.5830476),"87, Buchholzer Straße, 13156, Buchholzer Straße, Berlin, Deutschland"
Herthastraße 5 13189 Berlin,POINT (13.4284209 52.553125),"5, Herthastraße, 13189, Herthastraße, Berlin, Deutschland"
Eichenstraße 10 13156 Berlin,POINT (13.3987752 52.5862574),"10, Eichenstraße, 13156, Eichenstraße, Berlin, Deutschland"
Pankgrafenstraße 12d 13125 Berlin,POINT (13.453637494963612 52.6152762),"Wagendorf Pankgräfin, 12d, Pankgrafenstraße, 13125, Pankgrafenstraße, Berlin, Deutschland"
Marthastraße 12 13156 Berlin,POINT (13.4069916 52.5848399),"12, Marthastraße, 13156, Marthastraße, Berlin, Deutschland"
Goethestraße 41 13158 Berlin,POINT (13.3612349 52.5877011),"41, Goethestraße, 13158, Goethestraße, Berlin, Deutschland"
Lindenberger Weg 57 13125 Berlin,POINT (13.5066087 52.6291546),"57, Lindenberger Weg, 13125, Lindenberger Weg, Berlin, Deutschland"
Kurze Straße 5 13158 Berlin,POINT (13.3583094 52.5866813),"5, Kurze Straße, 13158, Kurze Straße, Berlin, Deutschland"
Güllweg 3 13156 Berlin,POINT (13.4016472 52.5778704),"3, Güllweg, 13156, Güllweg, Berlin, Deutschland"
Niederstraße 1C-K 13158 Berlin,POINT (13.3662883 52.5833255),"1C, Niederstraße, 13158, Niederstraße, Berlin, Deutschland"
Wiltbergstraße 90 13125 Berlin,POINT (13.487112 52.6417076),"90 Haus 30B, Wiltbergstraße, 13125, Wiltbergstraße, Berlin, Deutschland"
Edelweißstraße 27 13158 Berlin,POINT (13.371994 52.5856115),"27, Edelweißstraße, 13158, Edelweißstraße, Berlin, Deutschland"
Hauptstraße 27 13158 Berlin,POINT (13.3681743 52.5867011),"27, Hauptstraße, 13158, Hauptstraße, Berlin, Deutschland"
Hauptstraße 26 13158 Berlin,POINT (13.3674233 52.5865859),"26, Hauptstraße, 13158, Hauptstraße, Berlin, Deutschland"
Blankenburger Straße 76 13156 Berlin,POINT (13.41624591714831 52.583467),"76, Blankenburger Straße, 13156, Blankenburger Straße, Berlin, Deutschland"
Friesenstraße 86 13156 Berlin,POINT (13.3778189 52.5809286),"86, Friesenstraße, 13156, Friesenstraße, Berlin, Deutschland"
Binzstraße 35 13189 Berlin,POINT (13.4266015 52.5641235),"35, Binzstraße, 13189, Binzstraße, Berlin, Deutschland"
Selma-Lagerlöf-Straße 6 13189 Berlin,POINT (13.4260124 52.5614026),"6, Selma-Lagerlöf-Straße, 13189, Selma-Lagerlöf-Straße, Berlin, Deutschland"
Dietzgenstraße 51 13156 Berlin,POINT (13.4024315 52.5852585),"51, Dietzgenstraße, 13156, Dietzgenstraße, Berlin, Deutschland"
Florastraße 34 13187 Berlin,POINT (13.405368012254407 52.56503775),"34, Florastraße, 13187, Florastraße, Berlin, Deutschland"
Beuthstraße 42 13156 Berlin,POINT (13.4064089 52.5863764),"42, Beuthstraße, 13156, Beuthstraße, Berlin, Deutschland"
Wilhelm-Kuhr-Straße 88 13187 Berlin,POINT (13.399649 52.5690832),"88, Wilhelm-Kuhr-Straße, 13187, Wilhelm-Kuhr-Straße, Berlin, Deutschland"
Rudolf-Ditzen-Weg 24 13156 Berlin,POINT (13.402241359615381 52.57329025),"22-24, Rudolf-Ditzen-Weg, 13156, Rudolf-Ditzen-Weg, Berlin, Deutschland"
Pestalozzistraße 6 13187 Berlin,POINT (13.4036168 52.5719),"6, Pestalozzistraße, 13187, Pestalozzistraße, Berlin, Deutschland"
Triftstraße 27 13127 Berlin,POINT (13.4307185 52.612036),"27, Triftstraße, 13127, Triftstraße, Berlin, Deutschland"
Nordhauser Straße 22 10589 Berlin,POINT (13.3048633 52.524483),"Kita Nordhauser Str., 22, Nordhauser Straße, 10589, Nordhauser Straße, Berlin, Deutschland"
Halemweg 22 13627 Berlin,POINT (13.2876166 52.5380635),"22, Halemweg, 13627, Halemweg, Berlin, Deutschland"
Länderallee 7 14052 Berlin,POINT (13.260537274236846 52.5097989),"Kita Länderallee, 5/7, Länderallee, 14052, Länderallee, Berlin, Deutschland"
Württembergallee 17 14052 Berlin,POINT (13.2607941 52.5121544),"17, Württembergallee, 14052, Württembergallee, Berlin, Deutschland"
Kuno-Fischer-Straße 4 14057 Berlin,POINT (13.289068158664255 52.505736299999995),"Kindertagesstätte Kuno-Fischer-Straße, 4, Kuno-Fischer-Straße, 14057, Kuno-Fischer-Straße, Berlin, Deutschland"
Walter-Benjamin-Platz 7 10629 Berlin,POINT (13.3141561 52.5016783),"Kita Walter-Benjamin-Platz, 7, Walter-Benjamin-Platz, 10629, Walter-Benjamin-Platz, Berlin, Deutschland"
Goethestraße 12 10623 Berlin,POINT (13.319053224105925 52.5094543),"Kita Goethestraße, 12, Goethestraße, 10623, Goethestraße, Berlin, Deutschland"
Richard-Wagner-Straße 20 10585 Berlin,POINT (13.307594152773675 52.513915049999994),"Kita Richard-Wagner-Straße, 20, Richard-Wagner-Straße, 10585, Richard-Wagner-Straße, Berlin, Deutschland"
Schloßstraße 4547 14059 Berlin,POINT (13.2961901 52.5193739),"Schloßstraße, 14059, Berlin, Deutschland"
Haubachstraße 45 10585 Berlin,POINT (13.2993809 52.5150299),"45, Haubachstraße, 10585, Haubachstraße, Berlin, Deutschland"
Kastanienallee 4 14050 Berlin,POINT (13.27131370643312 52.517835649999995),"4, Kastanienallee, 14050, Kastanienallee, Berlin, Deutschland"
Olbersstraße 40 10589 Berlin,POINT (13.30276657293076 52.5287795),"40, Olbersstraße, 10589, Olbersstraße, Berlin, Deutschland"
Pestalozzistraße 40 10627 Berlin,POINT (13.303440474591222 52.50809434999999),"40, Pestalozzistraße, 10627, Pestalozzistraße, Berlin, Deutschland"
Schillerstraße 61 10627 Berlin,POINT (13.2993342 52.5095884),"61, Schillerstraße, 10627, Schillerstraße, Berlin, Deutschland"
Eichenallee 47 14050 Berlin,POINT (13.263799981045743 52.517845550000004),"47, Eichenallee, 14050, Eichenallee, Berlin, Deutschland"
Gierkeplatz 2 10585 Berlin,POINT (13.3028173 52.5166885),"2, Gierkeplatz, 10585, Gierkeplatz, Berlin, Deutschland"
Heckerdamm 226 13627 Berlin,POINT (13.300074247060937 52.53982345),"Gedenkkirche Plötzensee, 226, Heckerdamm, 13627, Heckerdamm, Berlin, Deutschland"
Herbartstraße 4 14057 Berlin,POINT (13.287355410009582 52.5042821),"Kirche am Lietzensee, 4-6, Herbartstraße, 14057, Herbartstraße, Berlin, Deutschland"
Knobelsdorffstraße 74 14059 Berlin,POINT (13.2841015 52.5132519),"Kita der Evangelischen Kirchengemeinde Epiphanien, 74, Knobelsdorffstraße, 14059, Knobelsdorffstraße, Berlin, Deutschland"
Leibnizstraße 79 10625 Berlin,POINT (13.313556421784075 52.5083223),"Trinitatis Kirchengemeinde Berlin, 79, Leibnizstraße, 10625, Leibnizstraße, Berlin, Deutschland"
Maikäferpfad 28 14055 Berlin,POINT (13.2637225 52.4961859),"28, Maikäferpfad, 14055, Maikäferpfad, Berlin, Deutschland"
Olbersstraße 15 10589 Berlin,POINT (13.2997022 52.5297752),"15, Olbersstraße, 10589, Olbersstraße, Berlin, Deutschland"
Toeplerstraße 5 13627 Berlin,POINT (13.2848633 52.5380318),"5, Toeplerstraße, 13627, Toeplerstraße, Berlin, Deutschland"
Alt-Lietzow 31 10587 Berlin,POINT (13.310364162681743 52.5192587),"Haus Dr. Margarete Sommer, 31, Alt-Lietzow, 10587, Alt-Lietzow, Berlin, Deutschland"
Klausenerplatz 12 14059 Berlin,POINT (13.291336916078535 52.51758815),"St. Kamillus-Kirche, 12/13, Klausenerplatz, 14059, Klausenerplatz, Berlin, Deutschland"
Preußenallee 25 14052 Berlin,POINT (13.2591357 52.5131569),"25, Preußenallee, 14052, Preußenallee, Berlin, Deutschland"
Witzlebenstraße 27 14057 Berlin,POINT (13.2940055 52.5073808),"27, Witzlebenstraße, 14057, Witzlebenstraße, Berlin, Deutschland"
Alt-Lietzow 7 10587 Berlin,POINT (13.307620999267526 52.5184219),"7, Alt-Lietzow, 10587, Alt-Lietzow, Berlin, Deutschland"
